id,name,platform,genre,developer,original_release_date
5854,Elf Bowling 3,PC,Action,NStorm,12/7/2002
6258,Frogger Beyond,Xbox,Action,Konami Computer Entertainment Hawaii. Inc.,12/6/2002
6258,Frogger Beyond,PlayStation 2,Action,Konami Computer Entertainment Hawaii. Inc.,12/6/2002
6258,Frogger Beyond,PC,Action,Konami Computer Entertainment Hawaii. Inc.,12/6/2002
6258,Frogger Beyond,GameCube,Action,Konami Computer Entertainment Hawaii. Inc.,12/6/2002
57,Beyblade,PlayStation,Action,TAKARA Co.. Ltd.,12/5/2002
6148,WordUp,Mac,Strategy,Skunk Studios. LLC.,12/5/2002
6148,WordUp,PC,Strategy,Skunk Studios. LLC.,12/5/2002
26194,Moto Racer Advance,Game Boy Advance,Sports,Adeline Software International,12/4/2002
5206,Dragon Ball Z: Budokai,GameCube,Action,Dimps Corporation,12/3/2002
5206,Dragon Ball Z: Budokai,PlayStation 2,Action,Dimps Corporation,12/3/2002
3535,Santa Claus in Trouble,PC,Action,Joymania Development,12/2/2002
6199,NCAA College Basketball 2K3,Xbox,Basketball,Kush Games,12/2/2002
6199,NCAA College Basketball 2K3,PlayStation 2,Basketball,Kush Games,12/2/2002
6199,NCAA College Basketball 2K3,GameCube,Basketball,Kush Games,12/2/2002
18762,Evolution Worlds,GameCube,Role-Playing,Sting Entertainment,12/2/2002
21775,Kirby: Nightmare in Dream Land,Game Boy Advance,Platformer,HAL Laboratory. Inc.,12/2/2002
25519,Jigsaw Madness,PlayStation Network (PS3),Puzzle,Nippon Ichi Software Inc.,12/1/2002
25519,Jigsaw Madness,PlayStation Network (PSP),Puzzle,Nippon Ichi Software Inc.,12/1/2002
25519,Jigsaw Madness,PlayStation,Puzzle,Nippon Ichi Software Inc.,12/1/2002
1343,Fisherman's Bass Club,PlayStation 2,Simulation,Vingt-et-un Systems,11/30/2002
19133,Gun Metal,Xbox,Action,Rage Software plc,11/30/2002
19133,Gun Metal,PC,Action,Rage Software plc,11/30/2002
19291,Gunmetal,Xbox,Action,Rage Software Ltd.,11/30/2002
19291,Gunmetal,PC,Action,Rage Software Ltd.,11/30/2002
28232,Lego Island: Xtreme Stunts,PC,Sports,Qube Software Limited,11/30/2002
28232,Lego Island: Xtreme Stunts,PlayStation 2,Sports,Qube Software Limited,11/30/2002
10108,Serious Solitaire,PC,Strategy,Tower,11/29/2002
21441,Tales of Destiny 2,PlayStation 2,Role-Playing,Namco Tales Studio Ltd.,11/28/2002
21441,Tales of Destiny 2,PSP,Role-Playing,Namco Tales Studio Ltd.,11/28/2002
515,DeepTrouble,Mac,Action,Codeblender Software,11/27/2002
14757,WRC II Extreme,PlayStation 2,Sports,Evolution Studios Ltd,11/27/2002
22837,James Cameron's Dark Angel,PlayStation 2,Action,Radical Entertainment Inc.,11/27/2002
22837,James Cameron's Dark Angel,Xbox,Action,Radical Entertainment Inc.,11/27/2002
3238,Dave Mirra Freestyle BMX 3,Game Boy Advance,Sports,Full Fat Productions Ltd.,11/26/2002
17248,Microsoft Train Simulator: Paint Shed,PC,Simulation,Auran Games Pty Ltd.,11/26/2002
19432,Whiteout,Xbox,Driving/Racing,Driver-Inter. Ltd.,11/26/2002
19432,Whiteout,PlayStation 2,Driving/Racing,Driver-Inter. Ltd.,11/26/2002
19432,Whiteout,PC,Driving/Racing,Driver-Inter. Ltd.,11/26/2002
5203,Activision Anthology,Game Boy Advance,Action,Activision,11/25/2002
5203,Activision Anthology,PlayStation 2,Action,Activision,11/25/2002
7910,Lux,Mac,Strategy,Sillysoft,11/25/2002
7910,Lux,PC,Strategy,Sillysoft,11/25/2002
8349,Hearts of Iron,Mac,Strategy,Paradox Entertainment AB,11/24/2002
8349,Hearts of Iron,PC,Strategy,Paradox Entertainment AB,11/24/2002
9543,Star Defender,PC,Action,Awem Studio,11/24/2002
11220,Altered Beast: Guardian of the Realms,Game Boy Advance,Action,3d6 Games. Inc.,11/23/2002
4051,Phantom Crash,Xbox,Vehicular Combat,Genki Co.. Ltd.,11/22/2002
13682,Asheron's Call 2: Fallen Kings,PC,Action,Turbine. Inc.,11/22/2002
5828,Steel Battalion,Xbox,Action,Capcom,11/21/2002
14034,Rygar: The Legendary Adventure,PlayStation 2,Action,Tecmo Koei Co.. Ltd.,11/21/2002
14,Mary-Kate and Ashley: Sweet 16: Licensed to Drive,PlayStation 2,Sports,n-Space. Inc.,11/20/2002
14,Mary-Kate and Ashley: Sweet 16: Licensed to Drive,GameCube,Sports,n-Space. Inc.,11/20/2002
6588,Mortal Kombat: Deadly Alliance,Game Boy Advance,Action,Midway Games,11/20/2002
6588,Mortal Kombat: Deadly Alliance,GameCube,Action,Midway Games,11/20/2002
6588,Mortal Kombat: Deadly Alliance,Xbox,Action,Midway Games,11/20/2002
6588,Mortal Kombat: Deadly Alliance,PlayStation 2,Action,Midway Games,11/20/2002
10147,Wonderland,PC,Action,Midnight Synergy,11/20/2002
30920,The Mummy,Nintendo DS,Simulation,505 Games,11/20/2002
10323,Metroid Fusion,Game Boy Advance,Action-Adventure,Nintendo R&D1,11/19/2002
13979,Die Hard: Vendetta,Xbox,Action,Bits Studios Ltd.,11/19/2002
13979,Die Hard: Vendetta,PlayStation 2,Action,Bits Studios Ltd.,11/19/2002
13979,Die Hard: Vendetta,GameCube,Action,Bits Studios Ltd.,11/19/2002
16118,Superman: The Man of Steel,Xbox,Action,Circus Freak Studios,11/19/2002
17571,Star Wars: Bounty Hunter,GameCube,Action,LucasArts Entertainment Company LLC,11/19/2002
17571,Star Wars: Bounty Hunter,PlayStation 2,Action,LucasArts Entertainment Company LLC,11/19/2002
17888,Super Monkey Ball Jr.,N-Gage,Puzzle,Amusement Vision. Ltd.,11/19/2002
17888,Super Monkey Ball Jr.,Game Boy Advance,Puzzle,Amusement Vision. Ltd.,11/19/2002
679,Rocky,Xbox,Sports,Rage Software plc,11/18/2002
679,Rocky,PlayStation 2,Sports,Rage Software plc,11/18/2002
679,Rocky,Game Boy Advance,Sports,Rage Software plc,11/18/2002
679,Rocky,GameCube,Sports,Rage Software plc,11/18/2002
2505,Tom and Jerry: War of the Whiskers,Xbox,Action,VIS entertainment plc,11/18/2002
2505,Tom and Jerry: War of the Whiskers,PlayStation 2,Action,VIS entertainment plc,11/18/2002
2505,Tom and Jerry: War of the Whiskers,GameCube,Action,VIS entertainment plc,11/18/2002
6647,007: Nightfire,Game Boy Advance,Driving/Racing,Gearbox Software LLC,11/18/2002
6647,007: Nightfire,Mac,Driving/Racing,Gearbox Software LLC,11/18/2002
6647,007: Nightfire,PlayStation 2,Driving/Racing,Gearbox Software LLC,11/18/2002
6647,007: Nightfire,GameCube,Driving/Racing,Gearbox Software LLC,11/18/2002
6647,007: Nightfire,PC,Driving/Racing,Gearbox Software LLC,11/18/2002
6647,007: Nightfire,Xbox,Driving/Racing,Gearbox Software LLC,11/18/2002
15473,Metroid Prime,GameCube,First-Person Shooter,Retro Studios,11/18/2002
15473,Metroid Prime,Wii,First-Person Shooter,Retro Studios,11/18/2002
4228,Haven: Call of the King,PlayStation 2,Action,Traveller's Tales Ltd.,11/17/2002
6675,Dragon's Lair 3D: Return to the Lair,Xbox,Action,Dragonstone Software,11/17/2002
6675,Dragon's Lair 3D: Return to the Lair,PC,Action,Dragonstone Software,11/17/2002
6675,Dragon's Lair 3D: Return to the Lair,GameCube,Action,Dragonstone Software,11/17/2002
5961,Tom Clancy's Splinter Cell,Mac,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,N-Gage,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,Game Boy Advance,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,PC,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,Xbox,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,PlayStation 2,Action,Ubisoft Montreal Studios,11/17/2002
5961,Tom Clancy's Splinter Cell,GameCube,Action,Ubisoft Montreal Studios,11/17/2002
12378,Fireblade,Xbox,Action,Kuju Entertainment Ltd.,11/17/2002
12378,Fireblade,PlayStation 2,Action,Kuju Entertainment Ltd.,11/17/2002
12378,Fireblade,GameCube,Action,Kuju Entertainment Ltd.,11/17/2002
14314,Justice League: Injustice for All,Game Boy Advance,Action,Saffire Corporation,11/17/2002
16119,Rugrats: Royal Ransom,GameCube,Action,Avalanche Software LLC,11/16/2002
16119,Rugrats: Royal Ransom,PlayStation 2,Action,Avalanche Software LLC,11/16/2002
17939,Konami Collector's Series: Castlevania & Contra,PC,Action,Konami Computer Entertainment Hawaii. Inc.,11/16/2002
17967,Warm Up!,PlayStation,Driving/Racing,Lankhor,11/16/2002
17967,Warm Up!,PC,Driving/Racing,Lankhor,11/16/2002
734,Sea Trader: Rise of Taipan,Game Boy Advance,Strategy,Jaleco Ltd.,11/15/2002
9297,Project Nomads,PC,Action,Radon Labs GmbH,11/15/2002
1322,Barbie as Rapunzel: A Creative Adventure,Mac,Educational,Funnybone Interactive,11/15/2002
1322,Barbie as Rapunzel: A Creative Adventure,PC,Educational,Funnybone Interactive,11/15/2002
4715,LMA Manager 2003,Xbox,Sports,Codemasters,11/15/2002
4715,LMA Manager 2003,PlayStation 2,Sports,Codemasters,11/15/2002
6233,Robotech: The Macross Saga,Game Boy Advance,Action,Lucky Chicken Games. Inc.,11/15/2002
8994,Reign of Fire,Xbox,Action,Kuju Entertainment Ltd.,11/15/2002
8994,Reign of Fire,PlayStation 2,Action,Kuju Entertainment Ltd.,11/15/2002
8994,Reign of Fire,GameCube,Action,Kuju Entertainment Ltd.,11/15/2002
13265,RTL Skispringen 2002,PlayStation,Sports,VCC Entertainment GmbH & Co. KG,11/15/2002
13265,RTL Skispringen 2002,PC,Sports,VCC Entertainment GmbH & Co. KG,11/15/2002
2201,Star Wars: The New Droid Army,Game Boy Advance,Action,Helixe,11/14/2002
8370,Harry Potter and the Chamber of Secrets,Game Boy Advance,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,PlayStation 2,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,Xbox,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,PC,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,PlayStation,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,Mac,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,Game Boy Color,Action-Adventure,Eurocom Entertainment Software,11/14/2002
8370,Harry Potter and the Chamber of Secrets,GameCube,Action-Adventure,Eurocom Entertainment Software,11/14/2002
980,Hegemonia: Legions of Iron,PC,Strategy,Digital Reality. Ltd.,11/13/2002
18960,Nancy Drew: Ghost Dogs of Moon Lake,PC,Adventure,Her Interactive. Inc.,11/13/2002
4165,FIFA Soccer 2003,Xbox,Sports,Exient Entertainment,11/12/2002
4165,FIFA Soccer 2003,Game Boy Advance,Sports,Exient Entertainment,11/12/2002
4165,FIFA Soccer 2003,PlayStation 2,Sports,Exient Entertainment,11/12/2002
4165,FIFA Soccer 2003,PlayStation,Sports,Exient Entertainment,11/12/2002
4165,FIFA Soccer 2003,GameCube,Sports,Exient Entertainment,11/12/2002
4165,FIFA Soccer 2003,PC,Sports,Exient Entertainment,11/12/2002
2571,Minority Report: Everybody Runs,Xbox,Action,Treyarch,11/12/2002
2571,Minority Report: Everybody Runs,PlayStation 2,Action,Treyarch,11/12/2002
2571,Minority Report: Everybody Runs,GameCube,Action,Treyarch,11/12/2002
2571,Minority Report: Everybody Runs,Game Boy Advance,Action,Treyarch,11/12/2002
3183,Neocron,PC,Action,reakktor.com,11/12/2002
5974,Whirl Tour,PlayStation 2,Action,Papaya Studios,11/12/2002
5974,Whirl Tour,GameCube,Action,Papaya Studios,11/12/2002
7141,Lara Croft Tomb Raider: The Prophecy,Game Boy Advance,Action,Ubisoft Milan Studio,11/12/2002
10247,Resident Evil Zero,GameCube,Action-Adventure,Capcom Production Studio 3,11/12/2002
10247,Resident Evil Zero,Wii,Action-Adventure,Capcom Production Studio 3,11/12/2002
10566,Unreal Championship,Xbox,First-Person Shooter,Digital Extremes,11/12/2002
15051,Medal of Honor: Allied Assault - Spearhead,Mac,Action,EA Los Angeles,11/12/2002
15051,Medal of Honor: Allied Assault - Spearhead,PC,Action,EA Los Angeles,11/12/2002
20038,NASCAR: Dirt to Daytona,PlayStation 2,Driving/Racing,Monster Games. Inc.,11/12/2002
20038,NASCAR: Dirt to Daytona,GameCube,Driving/Racing,Monster Games. Inc.,11/12/2002
22637,Shinobi,PlayStation 2,Action,Overworks,11/12/2002
22637,Shinobi,Sega CD,Action,Overworks,11/12/2002
27640,Fighter Maker 2,PlayStation 2,Fighting,Enterbrain. Inc.,11/12/2002
866,Kakuto Chojin: Back Alley Brutal,Xbox,Action,Dream Factory Co.. Ltd.,11/11/2002
1013,The Simpsons Skateboarding,PlayStation 2,Skateboarding,Code Monkeys Ltd.. The,11/11/2002
17438,MechAssault,Xbox,Action,Day 1 Studios. LLC,11/11/2002
18444,Godzilla: Domination,Game Boy Advance,Action,WayForward Technologies,11/11/2002
19061,Pro Rally,PlayStation 2,Sports,Ubisoft Barcelona,11/11/2002
19061,Pro Rally,GameCube,Sports,Ubisoft Barcelona,11/11/2002
20315,Igor: The Time Machine,PC,Strategy,Elmer Productions,11/11/2002
65,Serious Sam,Xbox,Action,Croteam Ltd.,11/10/2002
5474,BMX XXX,PlayStation 2,Sports,Z-Axis. Ltd.,11/10/2002
5474,BMX XXX,GameCube,Sports,Z-Axis. Ltd.,11/10/2002
5474,BMX XXX,Xbox,Sports,Z-Axis. Ltd.,11/10/2002
15523,NHL 2K3,Xbox,Sports,Treyarch,11/10/2002
15523,NHL 2K3,PlayStation 2,Sports,Treyarch,11/10/2002
15523,NHL 2K3,GameCube,Sports,Treyarch,11/10/2002
17691,Sonic Mega Collection,GameCube,Platformer,Sonic Team,11/10/2002
2731,Mega Man Zero,Game Boy Advance,Action,Inti Creates Co.. Ltd.,11/9/2002
2731,Mega Man Zero,Nintendo DS,Action,Inti Creates Co.. Ltd.,11/9/2002
19001,ATV Offroad Fury 2,PlayStation 2,Sports,Rainbow Studios,11/9/2002
2577,O.R.B.: Off-World Resource Base,PC,Strategy,Strategy First. Inc.,11/8/2002
18124,Rugrats: I Gotta Go Party,Game Boy Advance,Action,Eurocom Entertainment Software,11/8/2002
692,Contra Advance: The Alien Wars EX,Game Boy Advance,Action,Konami Corporation,11/7/2002
934,MechWarrior 4: Mercenaries,PC,Action,Cyberlore Studios. Inc.,11/7/2002
11479,Star Trek: Starfleet Command III,PC,Strategy,Taldren,11/7/2002
18309,Ratchet & Clank,PlayStation 2,Action-Adventure,Insomniac Games,11/7/2002
24767,The Quiz 20000,PlayStation 2,Trivia/Board Game,Warashi,11/7/2002
17949,The Elder Scrolls III: Tribunal,PC,Role-Playing,Bethesda Softworks,11/6/2002
17949,The Elder Scrolls III: Tribunal,Xbox,Role-Playing,Bethesda Softworks,11/6/2002
15816,Cubivore: Survival of the Fittest,GameCube,Action,Saru Brunei,11/5/2002
21654,Metal Gear Solid 2: Substance,PC,Action,Konami Computer Entertainment Japan. Inc.,11/5/2002
21654,Metal Gear Solid 2: Substance,Xbox,Action,Konami Computer Entertainment Japan. Inc.,11/5/2002
21654,Metal Gear Solid 2: Substance,PlayStation 2,Action,Konami Computer Entertainment Japan. Inc.,11/5/2002
18060,Robot Alchemic Drive (RAD),PlayStation 2,Action,Sandlot,11/4/2002
11550,Santa Claus Jr. Advance,Game Boy Advance,Action,NEON Software GmbH,11/1/2002
14055,Disney's PK: Out of the Shadows,PlayStation 2,Action,Ubisoft Casablanca,11/1/2002
14055,Disney's PK: Out of the Shadows,GameCube,Action,Ubisoft Casablanca,11/1/2002
3855,Disney's Treasure Planet: Battle at Procyon,PC,Real-Time Strategy,Barking Dog Studios. Ltd.,10/31/2002
7552,WWE Smackdown! Shut Your Mouth,PlayStation 2,Sports,Yuke's Co. Ltd.,10/31/2002
13664,Tiger Woods PGA Tour 2003,Xbox,Sports,Headgate Studios Inc.,10/31/2002
13664,Tiger Woods PGA Tour 2003,Mac,Sports,Headgate Studios Inc.,10/31/2002
13664,Tiger Woods PGA Tour 2003,PlayStation 2,Sports,Headgate Studios Inc.,10/31/2002
13664,Tiger Woods PGA Tour 2003,PC,Sports,Headgate Studios Inc.,10/31/2002
13664,Tiger Woods PGA Tour 2003,GameCube,Sports,Headgate Studios Inc.,10/31/2002
15330,Tony Tough and the Night of Roasted Moths,PC,Adventure,Prograph Research S.r.l.,10/31/2002
19946,Spec Ops: Airborne Commando,PlayStation,Action,Big Grub,10/31/2002
19946,Spec Ops: Airborne Commando,PlayStation Network (PS3),Action,Big Grub,10/31/2002
25554,Turbo Turtle Adventure,Game Boy Advance,Puzzle,Iridon Interactive AB,10/30/2002
13076,Age of Mythology,PC,Strategy,Ensemble Studios,10/30/2002
13076,Age of Mythology,Mac,Strategy,Ensemble Studios,10/30/2002
3040,Phantasy Star Online Episode I & II,Xbox,Action,Sonic Team,10/29/2002
3040,Phantasy Star Online Episode I & II,GameCube,Action,Sonic Team,10/29/2002
6102,Bionicle: Matoran Adventures,Game Boy Advance,Action,Argonaut Games PLC,10/29/2002
7112,Combat Mission 2: Barbarossa to Berlin,PC,Strategy,Battlefront.com,10/29/2002
8390,EverQuest: The Planes of Power,PC,MMORPG,Sony Online Entertainment,10/29/2002
10127,Deadly Dozen: Pacific Theater,PC,Action,nFusion Interactive LLC,10/29/2002
20424,Sid Meier's Civilization III: Play the World,PC,Strategy,Firaxis Games,10/29/2002
1187,Shenmue II,Dreamcast,Adventure,SEGA-AM2,10/28/2002
1187,Shenmue II,Xbox,Adventure,SEGA-AM2,10/28/2002
1456,Game & Watch Gallery 4,Game Boy Advance,Minigame Collection,Nintendo,10/28/2002
5033,Hamtaro: Ham-Hams Unite!,Game Boy Color,Adventure,Nintendo,10/28/2002
29075,Jet X2O,PlayStation 2,Driving/Racing,Killer Game,10/28/2002
17036,Grand Theft Auto: Vice City,PC,Action,Rockstar North,10/27/2002
17036,Grand Theft Auto: Vice City,PlayStation 2,Action,Rockstar North,10/27/2002
17036,Grand Theft Auto: Vice City,Xbox,Action,Rockstar North,10/27/2002
3954,Europa 1400: The Guild,PC,Strategy,4HEAD Studios,10/25/2002
11178,RollerCoaster Tycoon 2,PC,Simulation,Chris Sawyer Productions,10/25/2002
18750,Top Gun: Combat Zones,PlayStation 2,Simulation,Digital Integration Ltd.,10/25/2002
18750,Top Gun: Combat Zones,PC,Simulation,Digital Integration Ltd.,10/25/2002
18750,Top Gun: Combat Zones,GameCube,Simulation,Digital Integration Ltd.,10/25/2002
19458,Hoyle Casino Empire,PC,Strategy,Sierra Entertainment. Inc.,10/25/2002
11252,Suikoden III,PlayStation 2,Role-Playing,Konami Computer Entertainment Tokyo,10/24/2002
2101,Tony Hawk's Pro Skater 4,PC,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,Mac,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,GameCube,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,PlayStation,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,PlayStation 2,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,Xbox,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,Zodiac,Sports,Neversoft Entertainment,10/23/2002
2101,Tony Hawk's Pro Skater 4,Game Boy Advance,Sports,Neversoft Entertainment,10/23/2002
12489,Front Mission 1st,Nintendo DS,Strategy,Square Enix,10/23/2002
12489,Front Mission 1st,PlayStation Network (PSP),Strategy,Square Enix,10/23/2002
12489,Front Mission 1st,PlayStation,Strategy,Square Enix,10/23/2002
12489,Front Mission 1st,PlayStation Network (PS3),Strategy,Square Enix,10/23/2002
14912,WWE Road to Wrestlemania X8,Game Boy Advance,Wrestling,Natsume,10/23/2002
17163,Swingerz Golf,GameCube,Sports,Telenet Japan Co.. Ltd.,10/23/2002
26947,Front Office Football: The Fourth Edition,PC,Simulation,Solecismic Software,10/23/2002
3313,Deathrow,Xbox,Action,SouthEnd Interactive AB,10/22/2002
3985,Soldiers of Anarchy,PC,Real-Time Strategy,Silver Style Entertainment e.K.,10/22/2002
6768,ToeJam & Earl III: Mission to Earth,Xbox,Action,ToeJam & Earl Productions. Inc.,10/22/2002
11684,Contra: Shattered Soldier,PlayStation 2,Action,Konami Computer Entertainment Tokyo,10/22/2002
16670,Robotech: Battlecry,PlayStation 2,Action,Vicious Cycle Software. Inc.,10/22/2002
16670,Robotech: Battlecry,GameCube,Action,Vicious Cycle Software. Inc.,10/22/2002
16670,Robotech: Battlecry,Xbox,Action,Vicious Cycle Software. Inc.,10/22/2002
24006,Defender,GameCube,Action,OutLook Entertainment. Inc.,10/22/2002
24006,Defender,PlayStation 2,Action,OutLook Entertainment. Inc.,10/22/2002
24006,Defender,Xbox,Action,OutLook Entertainment. Inc.,10/22/2002
24006,Defender,Game Boy Advance,Action,OutLook Entertainment. Inc.,10/22/2002
25136,Road Trip,PlayStation 2,Driving/Racing,TAKARA Co.. Ltd.,10/22/2002
29385,Sneakers,Xbox,Adventure,Media Vision. Inc.,10/22/2002
4660,Mario Party 4,GameCube,Minigame Collection,Hudson Entertainment. Inc.,10/21/2002
6777,Zoo Tycoon: Marine Mania,PC,Strategy,Blue Fang Games. LLC,10/21/2002
6777,Zoo Tycoon: Marine Mania,Mac,Strategy,Blue Fang Games. LLC,10/21/2002
21334,The Lord of the Rings: The Two Towers,PlayStation 2,Action,Stormfront Studios,10/21/2002
21334,The Lord of the Rings: The Two Towers,GameCube,Action,Stormfront Studios,10/21/2002
21334,The Lord of the Rings: The Two Towers,Game Boy Advance,Action,Stormfront Studios,10/21/2002
21334,The Lord of the Rings: The Two Towers,Xbox,Action,Stormfront Studios,10/21/2002
11804,Red Feud,PC,Action,Being the Game,10/20/2002
11288,Bird Hunter 2003: Legendary Hunting,PC,Sports,Sunstorm Interactive. Inc.,10/17/2002
13427,Hot Wheels: Velocity X,PlayStation 2,Action,Beyond Games,10/16/2002
13427,Hot Wheels: Velocity X,Game Boy Advance,Action,Beyond Games,10/16/2002
13427,Hot Wheels: Velocity X,PC,Action,Beyond Games,10/16/2002
13427,Hot Wheels: Velocity X,GameCube,Action,Beyond Games,10/16/2002
15534,Backyard Hockey,PC,Sports,Humongous Entertainment,10/16/2002
15534,Backyard Hockey,Game Boy Advance,Sports,Humongous Entertainment,10/16/2002
21262,Disney Golf,PlayStation 2,Golf,T&E Soft. Inc.,10/16/2002
12207,Caravel: Deadly Rooms of Death,PC,Puzzle,Caravel Games,10/15/2002
4304,Silent Scope 3,PlayStation 2,Shooter,Konami Computer Entertainment Tokyo,10/15/2002
4822,Wild Arms 3,PlayStation 2,Role-Playing,Media.Vision Entertainment Inc.,10/15/2002
7798,Yu-Gi-Oh! The Eternal Duelist Soul,Game Boy Advance,Action,Konami Corporation,10/15/2002
10126,X-Men: Next Dimension,Xbox,Action,Exakt Entertainment,10/15/2002
10126,X-Men: Next Dimension,PlayStation 2,Action,Exakt Entertainment,10/15/2002
10126,X-Men: Next Dimension,GameCube,Action,Exakt Entertainment,10/15/2002
10370,Street Legal,PC,Role-Playing,Invictus Games. Ltd.,10/15/2002
12203,Red Faction II,Xbox,Action,Sandblast Games,10/15/2002
12203,Red Faction II,PlayStation 2,Action,Sandblast Games,10/15/2002
12203,Red Faction II,PC,Action,Sandblast Games,10/15/2002
12203,Red Faction II,GameCube,Action,Sandblast Games,10/15/2002
16437,BloodRayne,GameCube,Action,Terminal Reality. Inc.,10/15/2002
16437,BloodRayne,Xbox,Action,Terminal Reality. Inc.,10/15/2002
16437,BloodRayne,Mac,Action,Terminal Reality. Inc.,10/15/2002
16437,BloodRayne,PlayStation 2,Action,Terminal Reality. Inc.,10/15/2002
16437,BloodRayne,PC,Action,Terminal Reality. Inc.,10/15/2002
17910,NBA Inside Drive 2003,Xbox,Sports,High Voltage Software. Inc.,10/15/2002
18811,Alien Tequila,PC,Action,imagon GmbH,10/15/2002
3940,Brainstorm: The Game Show,PC,Educational,InterActive Vision Games,10/10/2002
19239,Shrek: Hassle at the Castle,Game Boy Advance,Action,TOSE Co.. Ltd.,10/10/2002
24765,The Offroad Buggy,PlayStation 2,Driving/Racing,Vingt-et-un Systems,10/10/2002
28139,Sub Rebellion,PlayStation 2,Action-Adventure,Racjin Co.. Ltd.,10/10/2002
2137,Zapper: One Wicked Cricket!,Game Boy Advance,Action,Blitz Games,10/9/2002
2137,Zapper: One Wicked Cricket!,Xbox,Action,Blitz Games,10/9/2002
2137,Zapper: One Wicked Cricket!,PlayStation 2,Action,Blitz Games,10/9/2002
2137,Zapper: One Wicked Cricket!,PC,Action,Blitz Games,10/9/2002
2137,Zapper: One Wicked Cricket!,GameCube,Action,Blitz Games,10/9/2002
2137,Zapper: One Wicked Cricket!,Xbox Live Marketplace,Action,Blitz Games,10/9/2002
17246,TimeSplitters 2,Xbox,First-Person Shooter,Crytek UK,10/9/2002
17246,TimeSplitters 2,PlayStation 2,First-Person Shooter,Crytek UK,10/9/2002
17246,TimeSplitters 2,GameCube,First-Person Shooter,Crytek UK,10/9/2002
26711,Metropolismania,PlayStation 2,Real-Time Strategy,Media Factory,10/9/2002
27389,Evolution Skateboarding,PlayStation 2,Skateboarding,Konami Computer Entertainment Osaka Co.. Ltd.,10/9/2002
27389,Evolution Skateboarding,GameCube,Skateboarding,Konami Computer Entertainment Osaka Co.. Ltd.,10/9/2002
27643,NBA Starting Five,PlayStation 2,Basketball,Konami Computer Entertainment Osaka Co.. Ltd.,10/9/2002
27643,NBA Starting Five,Xbox,Basketball,Konami Computer Entertainment Osaka Co.. Ltd.,10/9/2002
2806,Godzilla: Destroy All Monsters Melee,Xbox,Action,Pipeworks Software. Inc.,10/8/2002
2806,Godzilla: Destroy All Monsters Melee,GameCube,Action,Pipeworks Software. Inc.,10/8/2002
3689,Whacked!,Xbox,Action,Presto Studios. Inc.,10/8/2002
5535,Knockout Kings 2003,GameCube,Sports,NEW Corporation,10/8/2002
13169,Ty the Tasmanian Tiger,Xbox,Action-Adventure,Krome Studios Pty Ltd.,10/8/2002
13169,Ty the Tasmanian Tiger,PlayStation 2,Action-Adventure,Krome Studios Pty Ltd.,10/8/2002
13169,Ty the Tasmanian Tiger,GameCube,Action-Adventure,Krome Studios Pty Ltd.,10/8/2002
16419,Snakey,PC,Action,Generation Stars,10/8/2002
10319,NBA 2K3,Xbox,Sports,Visual Concepts,10/7/2002
10319,NBA 2K3,PlayStation 2,Sports,Visual Concepts,10/7/2002
10319,NBA 2K3,GameCube,Sports,Visual Concepts,10/7/2002
13378,NBA Live 2003,Xbox,Sports,EA Canada,10/7/2002
13378,NBA Live 2003,PlayStation 2,Sports,EA Canada,10/7/2002
13378,NBA Live 2003,PlayStation,Sports,EA Canada,10/7/2002
13378,NBA Live 2003,PC,Sports,EA Canada,10/7/2002
13378,NBA Live 2003,GameCube,Sports,EA Canada,10/7/2002
18385,Blinx the Time Sweeper,Xbox,Action,Artoon Co.. Ltd.,10/7/2002
27359,Tantei Jinguuji Saburo: Innocent Black,PlayStation 2,Adventure,WorkJam,10/4/2002
8420,Spyro: Enter the Dragonfly,PlayStation 2,Platformer,Check Six Studios,10/3/2002
8420,Spyro: Enter the Dragonfly,GameCube,Platformer,Check Six Studios,10/3/2002
