id,name,platform,genre,developer,original_release_date
26405,ZEN Pinball,PlayStation Network (PS3),Pinball,Zen Studios,5/14/2009
28138,AI War: Fleet Command,PC,Real-Time Strategy,Arcen Games,5/14/2009
25036,Texas Cheat 'Em,PC,Card Game,Wideload Games. Inc.,5/13/2009
25036,Texas Cheat 'Em,Xbox Live Marketplace,Card Game,Wideload Games. Inc.,5/13/2009
25036,Texas Cheat 'Em,PlayStation Network (PS3),Card Game,Wideload Games. Inc.,5/13/2009
25579,Star Trek: D-A-C,Mac,Simulation,Naked Sky Entertainment. Inc.,5/13/2009
25579,Star Trek: D-A-C,Xbox Live Marketplace,Simulation,Naked Sky Entertainment. Inc.,5/13/2009
25579,Star Trek: D-A-C,PlayStation Network (PS3),Simulation,Naked Sky Entertainment. Inc.,5/13/2009
25579,Star Trek: D-A-C,PC,Simulation,Naked Sky Entertainment. Inc.,5/13/2009
20481,Battlestations: Pacific,PC,Simulation,Eidos Studios Hungary,5/12/2009
20481,Battlestations: Pacific,Xbox 360,Simulation,Eidos Studios Hungary,5/12/2009
22526,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PlayStation 2,Action,Atlus Co.. Ltd.,5/12/2009
21069,Rollinâ€™ Rascals,Nintendo DS,Puzzle,Hoget,5/12/2009
21341,Raiden Fighters Aces,Xbox 360,Shoot 'Em Up,Gulti Co.. Ltd.,5/12/2009
25004,Dreamer: Shop Owner,Nintendo DS,Minigame Collection,ZigZag Island,5/12/2009
26399,Drama Queens,Nintendo DS,Trivia/Board Game,Majesco Entertainment,5/12/2009
24354,Magicianâ€™s Quest: Mysterious Times,Nintendo DS,Adventure,Konami Corporation,5/11/2009
22139,Desktop Tower Defense,Nintendo DS,Real-Time Strategy,THQ,5/11/2009
25466,Family Pirate Party,Wii Shop,Minigame Collection,Arc System Works Co.. Ltd.,5/11/2009
26152,Girl Time,Nintendo DS,Minigame Collection,THQ,5/11/2009
26377,Short Track Racing: Trading Paint ,PlayStation 2,Driving/Racing,Big Ant Studios Pty Ltd,5/11/2009
27927,Wolfenstein RPG,iPhone,Role-Playing,id Software,5/11/2009
24312,Secret Files 2: Puritas Cordis,Wii,Adventure,Animation Arts Creative GmbH,5/8/2009
24312,Secret Files 2: Puritas Cordis,Nintendo DS,Adventure,Animation Arts Creative GmbH,5/8/2009
24312,Secret Files 2: Puritas Cordis,PC,Adventure,Animation Arts Creative GmbH,5/8/2009
26531,Toy Raid,DSiWare,Action,Flying Tiger Entertainment,5/8/2009
26531,Toy Raid,Zeebo,Action,Flying Tiger Entertainment,5/8/2009
26531,Toy Raid,iPhone,Action,Flying Tiger Entertainment,5/8/2009
25875,Halfbrick Echoes,PlayStation Network (PSP),Action,Halfbrick Studios,5/7/2009
25875,Halfbrick Echoes,Xbox Live Marketplace,Action,Halfbrick Studios,5/7/2009
27367,Badaboo,iPhone,Puzzle,Bulkypix,5/7/2009
27574,Three Cards to Midnight,PC,Adventure,Big Finish Games. Inc,5/7/2009
24062,Arkanoid Live!,Xbox Live Marketplace,Puzzle,Taito Corporation,5/6/2009
22186,Zombie Wranglers,Xbox Live Marketplace,Action,Frozen Codebase,5/6/2009
25032,EZ Muze: Hamst3r Edition,Xbox Live Marketplace,Music/Rhythm,Mad Ninja Skillz,5/6/2009
21113,Patapon 2,PlayStation Network (PSP),Puzzle,Pyramid,5/5/2009
21113,Patapon 2,PSP,Puzzle,Pyramid,5/5/2009
25467,Wallace & Gromit's Grand Adventures Episode 2: The Last Resort,Xbox Live Marketplace,Adventure,Telltale Games,5/5/2009
25467,Wallace & Gromit's Grand Adventures Episode 2: The Last Resort,PC,Adventure,Telltale Games,5/5/2009
24597,Mytran Wars,PlayStation Network (PSP),Strategy,Stormregion Software Development Kft.,5/5/2009
24597,Mytran Wars,PSP,Strategy,Stormregion Software Development Kft.,5/5/2009
25516,Puzzle Kingdoms,Nintendo DS,Puzzle,Infinite Interactive Pty. Ltd.,5/5/2009
25516,Puzzle Kingdoms,Wii,Puzzle,Infinite Interactive Pty. Ltd.,5/5/2009
25516,Puzzle Kingdoms,PC,Puzzle,Infinite Interactive Pty. Ltd.,5/5/2009
25709,Plants vs. Zombies,iPhone,Strategy,PopCap Games. Inc.,5/5/2009
25709,Plants vs. Zombies,iPad,Strategy,PopCap Games. Inc.,5/5/2009
25709,Plants vs. Zombies,PC,Strategy,PopCap Games. Inc.,5/5/2009
25709,Plants vs. Zombies,Mac,Strategy,PopCap Games. Inc.,5/5/2009
25709,Plants vs. Zombies,Xbox Live Marketplace,Strategy,PopCap Games. Inc.,5/5/2009
25709,Plants vs. Zombies,PlayStation Network (PS3),Strategy,PopCap Games. Inc.,5/5/2009
25872,Night at the Museum: Battle of the Smithsonian,Xbox 360,Action,Amaze Entertainment. Inc.,5/5/2009
25872,Night at the Museum: Battle of the Smithsonian,Nintendo DS,Action,Amaze Entertainment. Inc.,5/5/2009
25872,Night at the Museum: Battle of the Smithsonian,Wii,Action,Amaze Entertainment. Inc.,5/5/2009
25872,Night at the Museum: Battle of the Smithsonian,PC,Action,Amaze Entertainment. Inc.,5/5/2009
25753,Penguins & Friends: Hey! That's My Fish! ,Wii Shop,Puzzle,EnjoyUp,5/4/2009
25919,Fantasy Aquarium World,Wii,Simulation,Ertain Corporation,5/4/2009
26013,Evochron Legends,PC,Flight Simulator,StarWraith 3D Games LLC,5/2/2009
24747,X-Men Origins: Wolverine,PlayStation 3,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,PC,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,Xbox 360,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,PSP,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,Nintendo DS,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,PlayStation 2,Action,Raven Software,5/1/2009
24747,X-Men Origins: Wolverine,Wii,Action,Raven Software,5/1/2009
20573,Velvet Assassin,Xbox 360,Shooter,Replay Studios,4/30/2009
20573,Velvet Assassin,PC,Shooter,Replay Studios,4/30/2009
25341,Minna no Doubutsuen,Nintendo DS,Simulation,Taito Corporation,4/30/2009
20552,Neverwinter Nights 2: Mysteries of Westgate,PC,Role-Playing,Ossian Studios,4/29/2009
25356,Jikkyou Powerful Major League 2009,PlayStation 2,Simulation,Konami Corporation,4/29/2009
25356,Jikkyou Powerful Major League 2009,Wii,Simulation,Konami Corporation,4/29/2009
23621,Super Robot Taisen OG Saga: Endless Frontier,Nintendo DS,Role-Playing,Banpresto Co.. Ltd.,4/28/2009
24309,Dynasty Warriors: Strikeforce,PlayStation 3,Action,Omega Force,4/28/2009
24309,Dynasty Warriors: Strikeforce,PlayStation Network (PSP),Action,Omega Force,4/28/2009
24309,Dynasty Warriors: Strikeforce,PSP,Action,Omega Force,4/28/2009
24309,Dynasty Warriors: Strikeforce,Xbox 360,Action,Omega Force,4/28/2009
24416,Free Realms,PC,MMORPG,Sony Online Entertainment,4/28/2009
24416,Free Realms,PlayStation Network (PS3),MMORPG,Sony Online Entertainment,4/28/2009
25751,Elite Forces: Unit 77,Nintendo DS,Action,Abylight,4/28/2009
1196,Cocoto Platform Jumper,PlayStation 2,Action,Neko Entertainment,4/27/2009
1196,Cocoto Platform Jumper,PC,Action,Neko Entertainment,4/27/2009
1196,Cocoto Platform Jumper,GameCube,Action,Neko Entertainment,4/27/2009
1196,Cocoto Platform Jumper,Game Boy Advance,Action,Neko Entertainment,4/27/2009
1196,Cocoto Platform Jumper,Wii Shop,Action,Neko Entertainment,4/27/2009
25722,Paper Airplane Chase,DSiWare,Driving/Racing,Nintendo SPD Group No.1,4/27/2009
27379,Glum Buster,PC,Puzzle,CosMind,4/26/2009
25882,I Love Horses,Nintendo DS,Simulation,Emme,4/24/2009
26406,Heliotrope: Sore wa Shi ni Itaru Kami no Ai,PC,Adventure,Hatena,4/24/2009
25219,Another Time Another Leaf: Kagami no Naka no Tantei,Nintendo DS,Adventure,Killaware,4/23/2009
25524,Lode Runner,Xbox Live Marketplace,Platformer,SouthEnd Interactive AB,4/22/2009
26715,Virtual Families,PC,Simulation,Last Day of Work,4/22/2009
26715,Virtual Families,iPhone,Simulation,Last Day of Work,4/22/2009
24616,Sherlock Holmes vs. Jack the Ripper,Xbox 360,Puzzle,Frogwares Game Development Studio,4/22/2009
24616,Sherlock Holmes vs. Jack the Ripper,PC,Puzzle,Frogwares Game Development Studio,4/22/2009
22011,Zeno Clash,PC,First-Person Shooter,ACE Team,4/21/2009
22011,Zeno Clash,Xbox Live Marketplace,First-Person Shooter,ACE Team,4/21/2009
23619,Dynasty Warriors: Gundam 2,PlayStation 2,Action,KOEI Co.. Ltd.,4/21/2009
23619,Dynasty Warriors: Gundam 2,PlayStation 3,Action,KOEI Co.. Ltd.,4/21/2009
23619,Dynasty Warriors: Gundam 2,Xbox 360,Action,KOEI Co.. Ltd.,4/21/2009
25261,101-in-1 Explosive Megamix,Nintendo DS,Minigame Collection,Nordcurrent,4/21/2009
25261,101-in-1 Explosive Megamix,iPhone,Minigame Collection,Nordcurrent,4/21/2009
27654,Underworlds,iPhone,Action,Pixel Mine Productions,4/21/2009
24924,Dr. Mario Express,DSiWare,Puzzle,Arika Co.. Ltd.,4/20/2009
25438,Excitebots: Trick Racing,Wii,Driving/Racing,Monster Games. Inc.,4/20/2009
26969,Land of the Lost: Crystal Adventure,iPhone,Puzzle,Blockdot. Inc.,4/20/2009
27092,Elf no Ohime-sama: Kozukuri Rankou de Haramasete!,PC,Adventure,Otokonoko Club,4/20/2009
25838,Imagine: Makeup Artist,Nintendo DS,Simulation,Ubisoft Entertainment,4/16/2009
25058,Marbles! Balance Challenge,Wii,Puzzle,Hudson Entertainment. Inc.,4/15/2009
30711,Mike Tyson's Intergalactic Power Punch,SNES,Puzzle,TOSE Co.. Ltd.,4/15/2009
21478,Cryostasis: The Sleep of Reason,PC,Action-Adventure,Action Forms Ltd.,4/15/2009
24866,OutRun Online Arcade,Xbox Live Marketplace,Driving/Racing,Sumo Digital Ltd.,4/15/2009
24866,OutRun Online Arcade,PlayStation Network (PS3),Driving/Racing,Sumo Digital Ltd.,4/15/2009
21233,Demigod,PC,Real-Time Strategy,Gas Powered Games,4/14/2009
4230,Escape the Museum,PC,Educational,Gogii Games,4/14/2009
4230,Escape the Museum,Wii,Educational,Gogii Games,4/14/2009
24299,Dokapon Journey,Nintendo DS,Role-Playing,SUZAK Inc.,4/14/2009
24865,The Dark Spire,Nintendo DS,Role-Playing,Success Corp.,4/14/2009
25132,H2Overdrive,Arcade,Driving/Racing,Raw Thrills,4/14/2009
25813,Air Conflicts: Aces of World War II,PSP,Flight Simulator,Cowboy Rodeo,4/14/2009
9608,Helldorado,PC,Action,Spellbound Studios,4/9/2009
21296,Rag Doll Kung Fu: Fists of Plastic,PlayStation Network (PS3),Fighting,Tarsier Studios,4/9/2009
25109,Dragonball: Evolution,PSP,Fighting,Dimps Corporation,4/8/2009
25663,Halfbrick Blast Off,PlayStation Network (PSP),Puzzle,Halfbrick Studios,4/8/2009
25663,Halfbrick Blast Off,Xbox Live Marketplace,Puzzle,Halfbrick Studios,4/8/2009
21142,FLOCK!,PC,Puzzle,Proper Games,4/7/2009
21142,FLOCK!,Xbox Live Marketplace,Puzzle,Proper Games,4/7/2009
21142,FLOCK!,PlayStation Network (PS3),Puzzle,Proper Games,4/7/2009
23346,The Godfather II,Xbox 360,Strategy,Visceral Games,4/7/2009
23346,The Godfather II,PlayStation 3,Strategy,Visceral Games,4/7/2009
23346,The Godfather II,PC,Strategy,Visceral Games,4/7/2009
23661,Ninja Blade,Xbox 360,Action,FromSoftware. Inc.,4/7/2009
23661,Ninja Blade,Xbox Live Marketplace,Action,FromSoftware. Inc.,4/7/2009
23661,Ninja Blade,PC,Action,FromSoftware. Inc.,4/7/2009
24362,Company of Heroes: Tales of Valor,PC,Real-Time Strategy,Relic Entertainment,4/7/2009
25188,Guilty Gear XX Î› Core Plus,PlayStation Network (PSP),Fighting,Arc System Works Co.. Ltd.,4/7/2009
25188,Guilty Gear XX Î› Core Plus,Wii,Fighting,Arc System Works Co.. Ltd.,4/7/2009
25188,Guilty Gear XX Î› Core Plus,PlayStation 2,Fighting,Arc System Works Co.. Ltd.,4/7/2009
25188,Guilty Gear XX Î› Core Plus,PSP,Fighting,Arc System Works Co.. Ltd.,4/7/2009
20987,The Chronicles of Riddick: Assault on Dark Athena,PlayStation 3,Action,Starbreeze Studios AB,4/7/2009
20987,The Chronicles of Riddick: Assault on Dark Athena,Xbox 360,Action,Starbreeze Studios AB,4/7/2009
20987,The Chronicles of Riddick: Assault on Dark Athena,PC,Action,Starbreeze Studios AB,4/7/2009
21537,Elven Legacy,PC,Strategy,1C: Ino-Co,4/7/2009
24864,Hammerin' Hero,PlayStation Network (PSP),Action,Irem Corp.,4/7/2009
24864,Hammerin' Hero,PSP,Action,Irem Corp.,4/7/2009
25741,Hannah Montana: The Movie,PC,Music/Rhythm,n-Space. Inc.,4/7/2009
25741,Hannah Montana: The Movie,Xbox 360,Music/Rhythm,n-Space. Inc.,4/7/2009
25741,Hannah Montana: The Movie,PlayStation 3,Music/Rhythm,n-Space. Inc.,4/7/2009
25741,Hannah Montana: The Movie,Wii,Music/Rhythm,n-Space. Inc.,4/7/2009
25741,Hannah Montana: The Movie,Nintendo DS,Music/Rhythm,n-Space. Inc.,4/7/2009
25786,Mafia Wars,iPhone,Strategy,Zynga,4/7/2009
25876,Emergency! Disaster Rescue Squad,Nintendo DS,Simulation,Sixteen Tons Entertainment,4/7/2009
27368,Hysteria Project,PlayStation Network (PS3),Adventure,Bulkypix,4/7/2009
27368,Hysteria Project,PlayStation Network (PSP),Adventure,Bulkypix,4/7/2009
27368,Hysteria Project,iPhone,Adventure,Bulkypix,4/7/2009
25090,Equilibrio,Wii Shop,Puzzle,DK Games,4/6/2009
25090,Equilibrio,iPhone,Puzzle,DK Games,4/6/2009
25090,Equilibrio,PC,Puzzle,DK Games,4/6/2009
25893,2XL Supercross,PC,Driving/Racing,2XL Games,4/6/2009
25893,2XL Supercross,iPhone,Driving/Racing,2XL Games,4/6/2009
30836,Glyder,PC,Shoot 'Em Up,Team Shanghai Alice,4/6/2009
21312,Rhythm Heaven,Nintendo DS,Minigame Collection,Nintendo SPD Group No.1,4/5/2009
24313,WarioWare: Snapped!,DSiWare,Minigame Collection,Nintendo SPD Group No.1,4/5/2009
24932,Art Style: AQUIA,DSiWare,Puzzle,Nintendo,4/5/2009
25997,24 Special Ops,iPhone,Action,Digital Chocolate. Inc.,4/4/2009
26266,Pegzo,Xbox Live Marketplace,Puzzle,WAM! Games ltd.,4/3/2009
25716,And Yet It Moves,PC,Platformer,Broken Rules,4/2/2009
25716,And Yet It Moves,Wii Shop,Platformer,Broken Rules,4/2/2009
25716,And Yet It Moves,Mac,Platformer,Broken Rules,4/2/2009
21518,Major Minor's Majestic March,Wii,Music/Rhythm,NanaOn-Sha Co.. Ltd.,4/2/2009
25758,Comet Crash,PlayStation Network (PS3),Strategy,Pelfast,4/2/2009
25871,Tap Tap Revenge: Coldplay Edition,iPhone,Music/Rhythm,Tapulous,4/2/2009
22696,The Dishwasher: Dead Samurai,Xbox Live Marketplace,Action,Ska Studios. LLC,4/1/2009
20966,Leisure Suit Larry: Box Office Bust,PlayStation 3,Minigame Collection,Team17 Software Limited,3/31/2009
20966,Leisure Suit Larry: Box Office Bust,PC,Minigame Collection,Team17 Software Limited,3/31/2009
20966,Leisure Suit Larry: Box Office Bust,Xbox 360,Minigame Collection,Team17 Software Limited,3/31/2009
22286,Death Track: Resurrection,PC,Driving/Racing,SkyFallen Entertainment,3/31/2009
22286,Death Track: Resurrection,PlayStation Network (PS3),Driving/Racing,SkyFallen Entertainment,3/31/2009
23706,Heracles: Battle With The Gods,Nintendo DS,Platformer,Neko Entertainment,3/31/2009
23706,Heracles: Battle With The Gods,PlayStation 2,Platformer,Neko Entertainment,3/31/2009
23706,Heracles: Battle With The Gods,PC,Platformer,Neko Entertainment,3/31/2009
25040,Tokyo Beat Down,Nintendo DS,Brawler,Success Corp.,3/31/2009
25518,Gardening Mama,Nintendo DS,Simulation,Office Create,3/31/2009
25689,Bonsai Barber,Wii Shop,Simulation,Zoonami,3/30/2009
28041,Farming Simulator 2009,PC,Simulation,GIANTS Software GmbH,3/30/2009
22562,Guitar Hero: Metallica,Wii,Music/Rhythm,Neversoft Entertainment,3/29/2009
22562,Guitar Hero: Metallica,PlayStation 2,Music/Rhythm,Neversoft Entertainment,3/29/2009
22562,Guitar Hero: Metallica,Xbox 360,Music/Rhythm,Neversoft Entertainment,3/29/2009
22562,Guitar Hero: Metallica,PlayStation 3,Music/Rhythm,Neversoft Entertainment,3/29/2009
20698,Wheelman,Xbox 360,Driving/Racing,Tigon Studios,3/27/2009
20698,Wheelman,PlayStation 3,Driving/Racing,Tigon Studios,3/27/2009
20698,Wheelman,PC,Driving/Racing,Tigon Studios,3/27/2009
25140,HEIRESS,PC,Adventure,OPTiM,3/27/2009
25156,Lux-Pain,Nintendo DS,Adventure,Killaware,3/27/2009
25648,Don King Boxing,Nintendo DS,Boxing,Venom Games,3/27/2009
25648,Don King Boxing,Wii,Boxing,Venom Games,3/27/2009
24253,Burn Zombie Burn!,PC,Shoot 'Em Up,doublesix,3/26/2009
24253,Burn Zombie Burn!,PlayStation Network (PS3),Shoot 'Em Up,doublesix,3/26/2009
25903,TNA Wrestling,iPhone,Wrestling,Longtail Studios,3/26/2009
26121,Buzz: Brain of Oz,PlayStation 2,Trivia/Board Game,Sony Computer Entertainment Australia,3/26/2009
26121,Buzz: Brain of Oz,PlayStation 3,Trivia/Board Game,Sony Computer Entertainment Australia,3/26/2009
21172,UNO Rush,Xbox Live Marketplace,Card Game,Carbonated Games,3/25/2009
25896,Suzumiya Haruhi no Heiretsu,Wii,Adventure,Shade. Inc.,3/25/2009
21621,Wanted: Weapons of Fate,PC,Action,GRIN,3/24/2009
21621,Wanted: Weapons of Fate,Xbox 360,Action,GRIN,3/24/2009
21621,Wanted: Weapons of Fate,PlayStation 3,Action,GRIN,3/24/2009
21670,Wallace & Gromit's Grand Adventures Episode 1: Fright of the Bumblebees,PC,Adventure,Telltale Games,3/24/2009
21670,Wallace & Gromit's Grand Adventures Episode 1: Fright of the Bumblebees,Xbox Live Marketplace,Adventure,Telltale Games,3/24/2009
21836,Dungeon Hero,Xbox 360,Action-Adventure,FireFly Studios Ltd.,3/24/2009
21836,Dungeon Hero,PC,Action-Adventure,FireFly Studios Ltd.,3/24/2009
20723,WWE Legends of WrestleMania,Xbox 360,Wrestling,Yuke's Co. Ltd.,3/24/2009
20723,WWE Legends of WrestleMania,PlayStation 3,Wrestling,Yuke's Co. Ltd.,3/24/2009
20723,WWE Legends of WrestleMania,iPhone,Wrestling,Yuke's Co. Ltd.,3/24/2009
21105,Stormrise,PlayStation 3,Strategy,The Creative Assembly,3/24/2009
21105,Stormrise,Xbox 360,Strategy,The Creative Assembly,3/24/2009
21105,Stormrise,PC,Strategy,The Creative Assembly,3/24/2009
22310,BattleForge,PC,Card Game,EA Phenomic,3/24/2009
23977,Final Fantasy Crystal Chronicles: Echoes of Time,Nintendo DS,Role-Playing,Square Enix,3/24/2009
23977,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,3/24/2009
24700,Monsters VS Aliens: The Video Game,PC,Action-Adventure,Beenox Studios,3/24/2009
24700,Monsters VS Aliens: The Video Game,PlayStation 3,Action-Adventure,Beenox Studios,3/24/2009
24700,Monsters VS Aliens: The Video Game,Wii,Action-Adventure,Beenox Studios,3/24/2009
24700,Monsters VS Aliens: The Video Game,PlayStation 2,Action-Adventure,Beenox Studios,3/24/2009
24700,Monsters VS Aliens: The Video Game,Nintendo DS,Action-Adventure,Beenox Studios,3/24/2009
24700,Monsters VS Aliens: The Video Game,Xbox 360,Action-Adventure,Beenox Studios,3/24/2009
25991,Drop7,Android,Puzzle,Area/Code,3/24/2009
25991,Drop7,iPhone,Puzzle,Area/Code,3/24/2009
26371,Paradise Quest,PC,Puzzle,I-Play,3/24/2009
9959,Detana!! TwinBee,TurboGrafx-16,Action,Konami Corporation,3/23/2009
9959,Detana!! TwinBee,Wii Shop,Action,Konami Corporation,3/23/2009
9959,Detana!! TwinBee,Arcade,Action,Konami Corporation,3/23/2009
9959,Detana!! TwinBee,Sharp X68000,Action,Konami Corporation,3/23/2009
9959,Detana!! TwinBee,Saturn,Action,Konami Corporation,3/23/2009
25087,Pop 'Em Drop 'Em SameGame,Wii Shop,Puzzle,Hudson Entertainment. Inc.,3/23/2009
25612,Touch Mechanic,Nintendo DS,Simulation,Kando Games,3/23/2009
25698,Bomberman '94,TurboGrafx-16,Action,Hudson Entertainment. Inc.,3/23/2009
25698,Bomberman '94,Wii Shop,Action,Hudson Entertainment. Inc.,3/23/2009
25698,Bomberman '94,PlayStation Network (PS3),Action,Hudson Entertainment. Inc.,3/23/2009
21676,PokÃ©mon Platinum,Nintendo DS,Role-Playing,Game Freak. Inc.,3/22/2009
25646,Mevo and the Grooveriders,PC,Music/Rhythm,Red Rocket Games,3/20/2009
25646,Mevo and the Grooveriders,iPhone,Music/Rhythm,Red Rocket Games,3/20/2009
26018,My Horse and Me: Riding for Gold,Wii,Sports,W!Games,3/20/2009
26018,My Horse and Me: Riding for Gold,Nintendo DS,Sports,W!Games,3/20/2009
24836,Metal Gear Solid Touch,iPad,Shooter,Kojima Productions,3/19/2009
24836,Metal Gear Solid Touch,iPhone,Shooter,Kojima Productions,3/19/2009
25886,Amagami,PlayStation 2,Adventure,Enterbrain. Inc.,3/19/2009
26940,Larva Mortus,PC,Action,Rake in Grass,3/19/2009
27361,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,Nintendo DS,Adventure,WorkJam,3/19/2009
28909,Wheel of Fortune,PlayStation Network (PS3),Puzzle,Sony Online Entertainment,3/19/2009
23677,The Path,PC,Adventure,Tale of Tales BVBA,3/18/2009
23677,The Path,Mac,Adventure,Tale of Tales BVBA,3/18/2009
28417,Challenge Me: Brain Puzzles,Nintendo DS,Simulation,TDK Mediactive. Inc.,3/18/2009
21100,Grand Theft Auto: Chinatown Wars,iPad,Action-Adventure,Rockstar North,3/17/2009
21100,Grand Theft Auto: Chinatown Wars,PlayStation Network (PSP),Action-Adventure,Rockstar North,3/17/2009
21100,Grand Theft Auto: Chinatown Wars,iPhone,Action-Adventure,Rockstar North,3/17/2009
21100,Grand Theft Auto: Chinatown Wars,Nintendo DS,Action-Adventure,Rockstar North,3/17/2009
21100,Grand Theft Auto: Chinatown Wars,PSP,Action-Adventure,Rockstar North,3/17/2009
22406,Trackmania DS,Nintendo DS,Driving/Racing,Firebrand Games,3/17/2009
21109,Resistance: Retribution,PlayStation Network (PSP),Action,Bend Game Studio,3/17/2009
21109,Resistance: Retribution,PSP,Action,Bend Game Studio,3/17/2009
22930,Rune Factory: Frontier,Wii,Role-Playing,Neverland Co.. Ltd.,3/17/2009
23282,Henry Hatsworth in the Puzzling Adventure,Nintendo DS,Platformer,EA Tiburon,3/17/2009
25048,Drug Wars,PC,First-Person Shooter,Paleo Entertainment,3/17/2009
25048,Drug Wars,Xbox 360,First-Person Shooter,Paleo Entertainment,3/17/2009
25048,Drug Wars,PlayStation 3,First-Person Shooter,Paleo Entertainment,3/17/2009
21400,Valkyrie Profile: Covenant of the Plume,Nintendo DS,Role-Playing,tri-Ace Inc.,3/17/2009
23478,Suikoden Tierkreis,Nintendo DS,Role-Playing,Basiscape,3/17/2009
24673,Ready 2 Rumble Revolution,Wii,Boxing,syn Sophia,3/17/2009
24980,Grand Ages: Rome,PC,Real-Time Strategy,Haemimont Games AD,3/17/2009
25054,Bit.Trip Beat,Mac,Music/Rhythm,Gaijin Games,3/16/2009
25054,Bit.Trip Beat,PC,Music/Rhythm,Gaijin Games,3/16/2009
25054,Bit.Trip Beat,Wii Shop,Music/Rhythm,Gaijin Games,3/16/2009
25054,Bit.Trip Beat,iPhone,Music/Rhythm,Gaijin Games,3/16/2009
25054,Bit.Trip Beat,iPad,Music/Rhythm,Gaijin Games,3/16/2009
25885,Pimp My Ride Street Racing,PlayStation 2,Driving/Racing,Virtuos Ltd.,3/16/2009
25885,Pimp My Ride Street Racing,Nintendo DS,Driving/Racing,Virtuos Ltd.,3/16/2009
24449,We Ski & Snowboard,Wii,Snowboarding/Skiing,Namco Bandai Games Inc.,3/15/2009
24492,Job Island,Wii,Compilation,Hudson Entertainment. Inc.,3/15/2009
25021,Offshore Tycoon,Nintendo DS,Minigame Collection,Lexicon Entertainment,3/15/2009
25021,Offshore Tycoon,Wii,Minigame Collection,Lexicon Entertainment,3/15/2009
27138,Guitar Hero Arcade,Arcade,Music/Rhythm,Raw Thrills,3/15/2009
20569,Resident Evil 5,Xbox 360,Shooter,Capcom,3/13/2009
20569,Resident Evil 5,PlayStation 3,Shooter,Capcom,3/13/2009
20569,Resident Evil 5,PC,Shooter,Capcom,3/13/2009
25034,Command & Conquer Red Alert 3: Uprising,PC,Real-Time Strategy,EA Los Angeles,3/12/2009
24130,Astro Tripper,PlayStation Network (PS3),Shooter,PomPom Games,3/12/2009
24130,Astro Tripper,PC,Shooter,PomPom Games,3/12/2009
27254,Pass the Bomb,iPhone,Action,iFantastic,3/12/2009
25578,NCAA Basketball 09 March Madness Edition,Xbox Live Marketplace,Basketball,EA Canada,3/11/2009
28019,Let's Golf!,DSiWare,Golf,Gameloft S.A.,3/11/2009
28019,Let's Golf!,iPhone,Golf,Gameloft S.A.,3/11/2009
28019,Let's Golf!,PlayStation Network (PSP),Golf,Gameloft S.A.,3/11/2009
32628,Annabel,PC,Strategy,Dust Devil Studios,3/11/2009
21133,Six Flags Fun Park,Nintendo DS,Adventure,7 Studios,3/10/2009
21133,Six Flags Fun Park,Wii,Adventure,7 Studios,3/10/2009
20952,World in Conflict: Soviet Assault,PC,Real-Time Strategy,Massive Entertainment,3/10/2009
21173,MadWorld,Wii,Action,PlatinumGames,3/10/2009
21247,Sonic and the Black Knight ,Wii,Action,Sega,3/10/2009
21818,Docomodake Boing! ,Nintendo DS,Action,SUZAK Inc.,3/10/2009
21085,ZUBO,Nintendo DS,Music/Rhythm,Bright Light Productions,3/10/2009
22156,Men of War,PC,Strategy,Best Way,3/10/2009
25482,Codename Panzers: Cold War,PC,Real-Time Strategy,Stormregion Software Development Kft.,3/10/2009
25771,Trivial Pursuit,Xbox 360,Trivia/Board Game,Electronic Arts,3/10/2009
25771,Trivial Pursuit,Wii,Trivia/Board Game,Electronic Arts,3/10/2009
25771,Trivial Pursuit,PlayStation 3,Trivia/Board Game,Electronic Arts,3/10/2009
25771,Trivial Pursuit,PlayStation 2,Trivia/Board Game,Electronic Arts,3/10/2009
23658,Gradius ReBirth,Wii Shop,Shoot 'Em Up,Konami Corporation,3/9/2009
25366,The Oregon Trail,Windows Phone 7,Strategy,Gameloft S.A.,3/9/2009
25366,The Oregon Trail,iPhone,Strategy,Gameloft S.A.,3/9/2009
25366,The Oregon Trail,DSiWare,Strategy,Gameloft S.A.,3/9/2009
25913,Ski-Doo Snowmobile Challenge,Xbox Live Marketplace,Driving/Racing,Coldwood Interactive AB,3/6/2009
25913,Ski-Doo Snowmobile Challenge,Xbox 360,Driving/Racing,Coldwood Interactive AB,3/6/2009
25913,Ski-Doo Snowmobile Challenge,PlayStation 3,Driving/Racing,Coldwood Interactive AB,3/6/2009
25913,Ski-Doo Snowmobile Challenge,Wii,Driving/Racing,Coldwood Interactive AB,3/6/2009
26766,World Airports 3: North America,PC,Flight Simulator,Just Flight,3/6/2009
27093,Elf no Kyoudai: Netori Haramase Koibito Koukan,PC,Adventure,Otokonoko Club,3/6/2009
