"id","name","name","name","original_release_date","image"
9064,"Tokimeki Check in!","Crowd Co. Ltd.","Adventure","2001-08-09","http://media.giantbomb.com/uploads/0/4938/617710-tokimeki_check_in_thumb.jpg"
20140,"Alien Front Online","Wow Entertainment, Inc.","Action","2001-08-09","http://media.giantbomb.com/uploads/0/4865/852202-914120_19631_front_thumb.jpg"
24991,"Generation of Chaos","Idea Factory","Role-Playing","2001-08-09","http://media.giantbomb.com/uploads/1/14755/852713-front_cover_thumb.jpg"
15898,"FarmersMahJongg","ObjectFarm","Strategy","2001-08-12","/images/unknown.jpg"
10845,"Madden NFL 2002","EA Tiburon","Sports","2001-08-13","http://media.giantbomb.com/uploads/2/23286/1117506-madden2002___dante_culpepper__article_image_thumb.jpg"
20431,"Saiyuki: Journey West","KOEI Co., Ltd.","Role-Playing","2001-08-13","http://media.giantbomb.com/uploads/0/9260/310271-111249_1_thumb.jpg"
21758,"ESPN X-Games Skateboarding","Konami Computer Entertainment Osaka Co., Ltd.","Skateboarding","2001-08-13","http://media.giantbomb.com/uploads/0/2123/240348-ps2_espn_x_games_skateboarding_thumb.jpg"
30931,"Fortress","Bardworks","Puzzle","2001-08-13","http://media.giantbomb.com/uploads/0/8271/1344497-466558_44107_front_thumb.jpg"
802,"MTV Total Request Live Trivia","Hypnotix, Inc.","Trivia/Board Game","2001-08-14","http://media.giantbomb.com/uploads/9/92927/1478324-533011_44554_front_thumb.jpg"
7070,"Conquest: Frontier Wars","Fever Pitch Studios","Strategy","2001-08-14","http://media.giantbomb.com/uploads/0/4647/1247977-conquest_thumb.jpg"
8429,"Heróis e Vampiros","Organizações Globo SA","Role-Playing","2001-08-15","/images/unknown.jpg"
4609,"Armored Core 2: Another Age","FromSoftware, Inc.","Action","2001-08-20","http://media.giantbomb.com/uploads/1/14906/632015-armcore2aa_cover_thumb.png"
12795,"CoLoBot","Epsited SA","Strategy","2001-08-20","/images/unknown.jpg"
19223,"Nancy Drew: Treasure in the Royal Tower","Her Interactive, Inc.","Adventure","2001-08-20","http://media.giantbomb.com/uploads/1/11419/711383-nancydrewtreasureintheroyal_thumb.jpg"
4978,"XG3: Extreme G Racing","Acclaim Studios Cheltenham","Action","2001-08-21","http://media.giantbomb.com/uploads/2/20864/703915-extreme_g_3_cover_thumb.jpg"
28046,"Sega Bass Fishing 2","Wow Entertainment, Inc.","Fishing","2001-08-21","http://media.giantbomb.com/uploads/0/9596/1125311-bass_thumb.jpg"
2673,"Arcanum: Of Steamworks & Magick Obscura","Troika Games L.L.C.","Role-Playing","2001-08-22","http://media.giantbomb.com/uploads/0/3715/769307-arcnpc0f_thumb.jpg"
8402,"Resident Evil: Code: Veronica X","Capcom","Action","2001-08-22","http://media.giantbomb.com/uploads/0/4865/852860-535839_front_thumb.jpg"
1827,"Stuart Little: The Journey Home","Tiertex Design Studios","Adventure","2001-08-24","http://media.giantbomb.com/uploads/0/9252/1239610-stuartlittle_us_gbc_front_thumb.jpg"
5209,"Shogun: Total War - The Mongol Invasion","The Creative Assembly","Strategy","2001-08-24","http://media.giantbomb.com/uploads/3/36790/1391867-shogun_total_war_the_mongol_invasion_box_cover_thumb.jpg"
6001,"Test Drive: Off-Road: Wide Open","Angel Studios","Driving/Racing","2001-08-24","http://media.giantbomb.com/uploads/0/4647/840022-447661_front_thumb.jpg"
10174,"Dave Mirra Freestyle BMX 2","Z-Axis, Ltd.","Sports","2001-08-27","http://media.giantbomb.com/uploads/1/15399/844690-dave_mirra_freestyle_bmx_2_coverart_thumb.png"
13510,"Deer Avenger 4: The Rednecks Strike Back","Hypnotix, Inc.","Action","2001-08-27","http://media.giantbomb.com/uploads/0/4024/574915-1188057170_77169b5c1416_thumb.jpg"
14397,"Pillars of Garendall","Beenox Studios","Adventure","2001-08-27","http://media.giantbomb.com/uploads/0/8272/654795-untitled_thumb.jpg"
16769,"Mario Kart: Super Circuit","Intelligent Systems Co., Ltd.","Action","2001-08-27","http://media.giantbomb.com/uploads/0/8168/700343-mkscbox_thumb.jpg"
1549,"The Incredible Machine: Even More Contraptions","Dynamix, Inc.","Strategy","2001-08-28","/images/unknown.jpg"
27968,"Tang Tang","GameVision","Platformer","2001-08-28","http://media.giantbomb.com/uploads/0/7464/1323842-524285_44442_front_thumb.jpg"
29608,"Tennis","Nekogumi","Sports","2001-08-28","http://media.giantbomb.com/uploads/1/14200/1230584-te_thumb.jpg"
5333,"Operation Flashpoint: Cold War Crisis","Bohemia Interactive Studio","Action","2001-08-30","http://media.giantbomb.com/uploads/1/16700/941216-ofp_goty_thumb.jpg"
25270,"Jikkyou Powerful Pro Yakyuu 8","Konami Corporation","Baseball","2001-08-30","/images/unknown.jpg"
29955,"Skateboard Park Tycoon","Cat Daddy Games, LLC","Skateboarding","2001-09-04","http://media.giantbomb.com/uploads/1/15600/1261540-61rqp7zxk3l._sl500_aa280__thumb.jpg"
14116,"Tetris Worlds","Radical Entertainment Inc.","Strategy","2001-09-05","http://media.giantbomb.com/uploads/0/7438/694947-tetrisworldscover_thumb.jpg"
22783,"Cosmic Smash","Sega Rosso","Sports","2001-09-09","http://media.giantbomb.com/uploads/1/11383/444478-cosmicsmashcover_thumb.jpg"
595,"Tales of Destiny II","Namco Tales Studio Ltd.","Action","2001-09-10","http://media.giantbomb.com/uploads/0/7929/474722-tales_of_eternia_eu_box_art_thumb.jpg"
5913,"Catan: Das Kartenspiel","TriNode Systems","Strategy","2001-09-10","/images/unknown.jpg"
12719,"Advance Wars","Intelligent Systems Co., Ltd.","Strategy","2001-09-10","http://media.giantbomb.com/uploads/0/5150/711964-advancewars_thumb.jpg"
673,"Portal Runner","Handheld Games","Action","2001-09-11","http://media.giantbomb.com/uploads/0/4647/840008-437052_front_thumb.jpg"
15644,"Klonoa: Empire of Dreams","Namco Bandai Games Inc.","Action","2001-09-11","http://media.giantbomb.com/uploads/0/1614/814312-klonoa_eod_gba_us_thumb.jpg"
3244,"Toki Tori ","Two Tribes B.V.","Puzzle","2001-09-12","http://media.giantbomb.com/uploads/0/3661/1331974-header__7__thumb.jpg"
10734,"Heavy Metal Geomatrix","Capcom","Action","2001-09-13","http://media.giantbomb.com/uploads/1/14030/836087-heavymetalgeomatrix_thumb.jpg"
13790,"Ooga Booga","Visual Concepts","Action","2001-09-13","http://media.giantbomb.com/uploads/0/238/528898-ooga_booga_final_front_thumb.jpg"
16325,"The Mystery of the Druids","House of Tales Entertainment GmbH","Adventure","2001-09-14","http://media.giantbomb.com/uploads/1/13686/1388362-mysteryofthedruids_thumb.jpg"
8048,"Dragon Warrior Monsters 2","TOSE Co., Ltd.","Role-Playing","2001-09-15","http://media.giantbomb.com/uploads/0/976/970728-dwm2_thumb.jpg"
17116,"Road to India: Between Hell and Nirvana","Microïds","Adventure","2001-09-16","/images/unknown.jpg"
3965,"X-Men: Mutant Academy 2","Midway Studios Los Angeles","Action","2001-09-17","http://media.giantbomb.com/uploads/1/17752/613021-xmen2_thumb.jpg"
10689,"Speed Trip","CoGS Games","Action","2001-09-17","/images/unknown.jpg"
18520,"NHL 2002","EA Canada","Sports","2001-09-17","http://media.giantbomb.com/uploads/5/57502/1174779-516708_front_thumb.jpg"
4675,"Dance Dance Revolution: Disney Dancing Museum","Konami Computer Entertainment Kobe, Inc.","Simulation","2001-09-18","http://media.giantbomb.com/uploads/0/3765/430612-248px_dance_dance_revolution_disney_s_world_dancing_museum_cover_art_thumb.jpg"
16941,"Digimon Anode & Cathode Tamer (Veedramon Version)","Bandai Co., Ltd.","Role-Playing","2001-09-18","/images/unknown.jpg"
19475,"Spider-Man: Mysterio's Menace","Vicarious Visions","Action","2001-09-19","http://media.giantbomb.com/uploads/0/7503/820910-473428_44212_front_thumb.jpg"
9044,"NFL Blitz 20-02","OutLook Entertainment, Inc.","Football","2001-09-20","http://media.giantbomb.com/uploads/0/4647/836051-536920_44622_front_thumb.jpg"
17473,"Lufia: The Legend Returns","Neverland Co., Ltd.","Role-Playing","2001-09-20","http://media.giantbomb.com/uploads/0/3194/1106604-lufia_the_legend_returns_packaging_thumb.jpg"
19695,"Commandos 2: Men of Courage","Pyro Studios S.L.","Strategy","2001-09-20","http://media.giantbomb.com/uploads/1/15399/762497-commandos2box_thumb.jpg"
18726,"SpongeBob SquarePants: SuperSponge","THQ","Action","2001-09-21","http://media.giantbomb.com/uploads/0/5822/487380-sponge_gba_thumb.jpg"
560,"Harley-Davidson: Race Around the World","Nitro Games, Inc.","Driving/Racing","2001-09-24","http://media.giantbomb.com/uploads/0/4647/1088382-harl_thumb.jpg"
7929,"Phantasy Star Online Ver. 2","Sonic Team","Action","2001-09-24","http://media.giantbomb.com/uploads/0/2508/605732-psov2_014_thumb.jpg"
8009,"Pool of Radiance: Ruins of Myth Drannor","Stormfront Studios","Action","2001-09-24","http://media.giantbomb.com/uploads/1/15687/1357742-g11145su0w1_1__thumb.jpg"
9638,"ICO","Team Ico","Action-Adventure","2001-09-24","http://media.giantbomb.com/uploads/0/2071/284984-ico_jp_thumb.jpg"
11863,"NHL Hitz 20-02","EA Black Box","Sports","2001-09-24","http://media.giantbomb.com/uploads/0/56/1070035-516695_front_thumb.jpg"
12520,"The Weakest Link","Traveller's Tales Ltd.","Simulation","2001-09-24","http://media.giantbomb.com/uploads/0/4647/840011-477563_22898_front_thumb.jpg"
14843,"Spy Hunter","Midway Games","Action","2001-09-24","http://media.giantbomb.com/uploads/0/3509/647350-spyhunter_ps2_na_thumb.jpg"
19387,"Monopoly Tycoon","Deep Red Games Ltd.","Strategy","2001-09-24","http://media.giantbomb.com/uploads/0/3766/642675-monopoly_tycoon_cover_thumb.jpg"
30717,"SpongeBob SquarePants: Operation Krabby Patty","Taito Corporation","Brawler","2001-09-24","http://media.giantbomb.com/uploads/0/9252/1329433-spongebobkrabbypatty_us_pc_front_thumb.jpg"
6206,"X-Men: Reign of Apocalypse","Digital Eclipse Software, Inc.","Action","2001-09-25","http://media.giantbomb.com/uploads/0/4647/837308-478178_44288_front_thumb.jpg"
9753,"Jumpgate: The Reconstruction Initiative","NetDevil","Action","2001-09-25","http://media.giantbomb.com/uploads/4/40604/1332107-jumpgate_the_reconstruction_initiative_thumb.jpg"
14637,"WhiteDay: a labyrinth named School","Nori For New","Action","2001-09-25","/images/unknown.jpg"
6976,"Kessen II","KOEI Co., Ltd.","Strategy","2001-09-26","http://media.giantbomb.com/uploads/0/8956/880458-kessen2_front_thumb.jpg"
16184,"Die Maus: Verrückte Olympiade","NEON Software GmbH","Strategy","2001-09-26","/images/unknown.jpg"
23072,"Habbo Hotel","Sulake Corporation Oy","MMORPG","2001-09-26","http://media.giantbomb.com/uploads/0/469/510281-habbo_thumb.png"
29727,"Final Fight One ","Capcom","Action","2001-09-26","http://media.giantbomb.com/uploads/2/29867/1242430-final_fight_one__2001__thumb.png"
9747,"La trilogía Dragon's Lair","Sullivan Bluth Interactive Media, Inc.","Adventure","2001-09-27","http://media.giantbomb.com/uploads/9/92927/1491380-1228249740_00_thumb.jpg"
26570,"Memories Off 2nd","KID Corp.","Adventure","2001-09-27","http://media.giantbomb.com/uploads/0/7464/1033617-563175_23371_front_thumb.jpg"
26571,"Omoide ni Kawaru-Kun: Memories Off","KID Corp.","Adventure","2001-09-27","http://media.giantbomb.com/uploads/0/7464/1033625-563175_23371_front_thumb.jpg"
22905,"M&M's Shell Shocked","Simon & Schuster Interactive","Platformer","2001-09-28","http://media.giantbomb.com/uploads/0/980/470402-m_ms_thumb.jpg"
22952,"World Championship Snooker 2002","Blade Interactive Studios Ltd.","Billiards","2001-09-28","http://media.giantbomb.com/uploads/0/987/484025-world_championchip_snooker_2002_dvd_pal__cdcovers_cc__front_thumb.jpg"
1022,"Jurassic Park III: Park Builder","Konami Corporation","Simulation","2001-09-30","http://media.giantbomb.com/uploads/0/3766/644598-jurassicp_thumb.jpg"
10068,"Casper: Spirit Dimensions","Lucky Chicken Games, Inc.","Action","2001-09-30","http://media.giantbomb.com/uploads/0/4647/837883-563172_23675_front_thumb.jpg"
21907,"Yanya Caballista: City Skater","CAVE Co., Ltd.","Skateboarding","2001-09-30","http://media.giantbomb.com/uploads/1/11250/268286-yanyacaballistafeaturinggawoo_thumb.jpg"
5991,"2112: A Field Trip","Mutilation Software Independent","Adventure","2001-10-01","/images/unknown.jpg"
20334,"Digimon: Battle Spirit","Dimps Corporation","Fighting","2001-10-01","http://media.giantbomb.com/uploads/0/8272/927422-1140186847_06_thumb.gif"
8751,"The Magic School Bus Explores Inside the Earth","KnowWonder, Inc.","Educational","2001-10-02","http://media.giantbomb.com/uploads/7/75237/1336400-earth_thumb.jpg"
12773,"Formula One 2001","Studio 33 (UK) Ltd.","Sports","2001-10-02","http://media.giantbomb.com/uploads/0/3699/518374-formula_one_2001_pal_thumb.jpg"
15365,"Time Crisis 2","Namco Bandai Games Inc.","Action","2001-10-02","http://media.giantbomb.com/uploads/1/14906/809658-timecrisisii_front_thumb.png"
30907,"Reel Deal Poker Challenge","Ninai Games","Golf","2001-10-02","http://media.giantbomb.com/uploads/0/7464/1344014-582848_36666_thumb.jpg"
993,"Okage: Shadow King","Sony Computer Entertainment Incorporated","Action","2001-10-03","http://media.giantbomb.com/uploads/0/5353/725916-box_l_thumb.jpg"
15773,"LEGO Island 2: The Brickster's Revenge","Silicon Dreams Studio Ltd","Adventure","2001-10-03","http://media.giantbomb.com/uploads/0/4938/609930-lego_island_2_thumb.jpg"
16589,"The Mummy Returns","Blitz Games","Action","2001-10-03","http://media.giantbomb.com/uploads/0/9312/233406-mummy_thumb.jpg"
4594,"LEGO Racers 2","Attention to Detail Limited","Driving/Racing","2001-10-04","http://media.giantbomb.com/uploads/0/4938/1087362-lego_racers_2_thumb.jpg"
8505,"Trouballs","Paragon Five, Inc.","Strategy","2001-10-05","http://media.giantbomb.com/uploads/1/19300/1397183-trouballs_thumb.jpg"
12949,"Sub Command","Sonalysts, Inc.","Simulation","2001-10-05","http://media.giantbomb.com/uploads/0/1156/271351-0000000820.800x600_thumb.jpg"
15253,"Fiend","GripDesign","Action","2001-10-05","/images/unknown.jpg"
21321,"Wild Thornberrys: Chimp Chase","Helixe","Adventure","2001-10-05","http://media.giantbomb.com/uploads/0/4556/186083-136a_thumb.jpg"
4036,"Project Eden","Core Design Ltd.","Action","2001-10-08","http://media.giantbomb.com/uploads/0/1506/697712-454282_front_thumb.jpg"
15819,"Castlevania Chronicles","Konami Computer Entertainment Tokyo","Action","2001-10-08","http://media.giantbomb.com/uploads/0/1614/839257-castlevania_chronicles_ps_us_thumb.jpg"
3781,"Patrician II: Quest for Power","ASCARON Entertainment GmbH","Strategy","2001-10-09","http://media.giantbomb.com/uploads/3/33957/1504822-patrician_2_2010_09_06_00_45_20_07_thumb.jpg"
5550,"Command & Conquer: Yuri's Revenge","Westwood Studios, Inc.","Strategy","2001-10-09","http://media.giantbomb.com/uploads/0/1808/211947-yuribox_thumb.jpg"
12149,"Dark Age of Camelot","BioWare Mythic","Role-Playing","2001-10-09","http://media.giantbomb.com/uploads/1/15687/625365-cover_1__thumb.jpg"
12619,"Motor City Online","Electronic Arts","Driving/Racing","2001-10-10","http://media.giantbomb.com/uploads/1/14906/791192-motocityonline_front_thumb.png"
14768,"Boxing Fever","Digital Fiction Inc.","Sports","2001-10-11","http://media.giantbomb.com/uploads/0/7464/711506-boxing_thumb.jpg"
3316,"Ms. Pac-Man: Quest for the Golden Maze","Creature Labs Ltd","Action","2001-10-12","/images/unknown.jpg"
2830,"The Powerpuff Girls: Chemical X-Traction","VIS entertainment ltd","Action","2001-10-14","http://media.giantbomb.com/uploads/0/5768/678018-ppgchemical_thumb.jpg"
18126,"Kinetica","SCE Studio Santa Monica","Driving/Racing","2001-10-14","http://media.giantbomb.com/uploads/0/4647/840057-476513_front_thumb.jpg"
6846,"Lady Sia","RFX Interactive","Action-Adventure","2001-10-15","http://media.giantbomb.com/uploads/0/5150/807842-473916_44216_front_thumb.jpg"
21722,"NASCAR Thunder 2002","EA Tiburon","Driving/Racing","2001-10-15","http://media.giantbomb.com/uploads/0/268/233408-nt02ps2box_thumb.jpg"
4608,"World War III: Black Gold","REALITY PUMP Sp. z o.o.","Strategy","2001-10-16","http://media.giantbomb.com/uploads/0/4527/1247887-460178_thumb.jpg"
13072,"Devil May Cry","Capcom Production Studio 4","Action","2001-10-16","http://media.giantbomb.com/uploads/1/13328/621506-devilmaycryboxart_thumb.jpg"
9677,"Zoo Tycoon","Blue Fang Games, LLC","Strategy","2001-10-17","http://media.giantbomb.com/uploads/1/13686/1376994-zootycoon11rd3_thumb.jpg"
12305,"Spider-Man 2: Enter Electro","Vicarious Visions","Action","2001-10-17","http://media.giantbomb.com/uploads/1/10827/612465-front_thumb.jpg"
16841,"Jump Start: Dino Adventure","Digital Illusions, Inc.","Educational","2001-10-18","http://media.giantbomb.com/uploads/0/4647/1170701-jumpstartdinoadventure_thumb.jpg"
27774,"Scooby-Doo: Jinx at the Sphinx","The Learning Company","Adventure","2001-10-19","http://media.giantbomb.com/uploads/2/21192/1103279-619bexap49l._sl500_aa280__thumb.jpg"
29043,"JumpStart Wildlife Safari Field Trip","DICE","Adventure","2001-10-19","http://media.giantbomb.com/uploads/0/4647/1170705-fieldtrip_thumb.jpg"
16665,"Trade Empires","Frog City Software, Inc.","Strategy","2001-10-20","http://media.giantbomb.com/uploads/6/60115/1497249-te_cover_thumb.jpg"
6940,"Stronghold","FireFly Studios Ltd.","Strategy","2001-10-21","http://media.giantbomb.com/uploads/1/13686/1362178-stronghold_mac_thumb.jpg"
7118,"Blobula","Pagan Games","Action","2001-10-22","/images/unknown.jpg"
1602,"Ace Combat 04: Shattered Skies","Namco Bandai Games Inc.","Action","2001-10-23","http://media.giantbomb.com/uploads/1/18660/794732-ace_combat_4_thumb.jpg"
3724,"Grand Theft Auto III","Rockstar North","Action","2001-10-23","http://media.giantbomb.com/uploads/0/2130/636368-gta3_thumb.jpg"
756,"NBA 2K2","Visual Concepts","Sports","2001-10-24","http://media.giantbomb.com/uploads/1/14030/792622-kba_thumb.jpg"
14977,"Tennis 2K2","Hitmaker","Sports","2001-10-24","http://media.giantbomb.com/uploads/1/14030/774936-virtua2k2_cover_thumb.jpg"
25743,"Sunny Garcia Surfing","Krome Studios Pty Ltd.","Surfing","2001-10-24","http://media.giantbomb.com/uploads/0/8573/946806-sg_surfing_thumb.jpg"
32686,"Army Men: Value Pack 2","Ninja Theory Ltd.","Action-Adventure","2001-10-25","http://media.giantbomb.com/uploads/1/16938/1537639-army_men_value_pack_2_thumb.jpg"
5688,"Tony Hawk's Pro Skater 3","HotGen Ltd.","Sports","2001-10-28","http://media.giantbomb.com/uploads/0/6247/1474717-476948_front_thumb.jpg"
68,"Crash Bandicoot: The Wrath of Cortex","Traveller's Tales Ltd.","Action","2001-10-29","http://media.giantbomb.com/uploads/0/28/12114-crash_bandicoot_the_wrath_of_cortex_thumb.jpg"
10579,"Spyro: Season of Ice","Digital Eclipse Software, Inc.","Platformer","2001-10-29","http://media.giantbomb.com/uploads/6/60115/1527452-filespyro_season_of_ice_thumb.jpg"
22690,"Half-Life: Decay","Gearbox Software LLC","First-Person Shooter","2001-10-29","http://media.giantbomb.com/uploads/0/4678/418917-250px_crossgreen01_thumb.jpg"
1340,"Magic & Mayhem: The Art of Magic","Charybdis Limited","Strategy","2001-10-30","http://media.giantbomb.com/uploads/0/5150/1294154-img_1_th_thumb.jpg"
1503,"Aliens Versus Predator 2","Monolith Productions, Inc.","Action","2001-10-30","http://media.giantbomb.com/uploads/1/13686/915549-avsp2box_thumb.jpg"
1594,"Sid Meier's Civilization III","Firaxis Games","Strategy","2001-10-30","http://media.giantbomb.com/uploads/1/15687/625303-454261_27064_front_1__thumb.jpg"
2126,"Myth III: The Wolf Age","MumboJumbo, LLC","Action","2001-10-30","http://media.giantbomb.com/uploads/0/1702/1154831-myth3box_thumb.jpg"
4829,"NFL Fever 2002","Microsoft Game Studios","Sports","2001-10-30","http://media.giantbomb.com/uploads/0/140/674814-nfl2002_thumb.jpg"
8238,"Mega Man Battle Network","Capcom Production Studio 2","Action","2001-10-30","http://media.giantbomb.com/uploads/0/3715/646575-mmbnga0f_thumb.jpg"
9726,"Super Street Fighter II: Turbo Revival","Capcom","Action","2001-10-30","http://media.giantbomb.com/uploads/0/8168/700353-472721_50848_front_thumb.jpg"
11159,"Denki Blocks!","Denki Ltd","Strategy","2001-10-30","http://media.giantbomb.com/uploads/0/4647/837294-534819_51009_front_thumb.jpg"
11346,"4x4 Evo 2","Terminal Reality, Inc.","Sports","2001-10-30","http://media.giantbomb.com/uploads/0/628/525363-4x4_20evo_202_2001_thumb.jpg"
11411,"NBA Live 2002","EA Canada","Sports","2001-10-30","http://media.giantbomb.com/uploads/0/140/674330-b00005nvmw03sclzzzzzzz0fe_thumb.jpg"
16490,"Mega Man Xtreme 2","Capcom","Action","2001-10-30","http://media.giantbomb.com/uploads/0/3715/612381-mmx2gb0f_thumb.jpg"
18180,"Bomberman Online","Hudson Entertainment, Inc.","Puzzle","2001-10-30","http://media.giantbomb.com/uploads/1/15780/929880-bombermanonline.front_thumb.jpg"
2046,"Legacy of Kain: Soul Reaver 2","Crystal Dynamics, Inc.","Action","2001-10-31","http://media.giantbomb.com/uploads/0/1481/846765-sr2_thumb.jpg"
3537,"Conflict Zone","MASA","Real-Time Strategy","2001-10-31","http://media.giantbomb.com/uploads/0/4865/873571-468716_50813_front_thumb.jpg"
9572,"Deadly Dozen","nFusion Interactive LLC","Action","2001-10-31","http://media.giantbomb.com/uploads/9/92927/1475305-deadly_dozen_coverart_thumb.png"
13707,"MXrider","Paradigm Entertainment Inc.","Driving/Racing","2001-10-31","http://media.giantbomb.com/uploads/0/4647/840024-516511_front_thumb.jpg"
2254,"Dragon Warrior VII","ArtePiazza","Role-Playing","2001-11-01","http://media.giantbomb.com/uploads/6/66167/1462044-300px_dq7boxart_thumb.jpg"
2887,"Charlie II","Wiering Software","Action","2001-11-01","http://media.giantbomb.com/uploads/6/60115/1546512-ch2title_thumb.png"
13603,"Tom Clancy's Rainbow Six: Rogue Spear: Black Thorn","Red Storm Entertainment, Inc.","Action","2001-11-01","http://media.giantbomb.com/uploads/2/28023/898496-51qwx9st6ml._ss500__thumb.jpg"
20484,"Burnout","Criterion Games","Driving/Racing","2001-11-01","http://media.giantbomb.com/uploads/1/13154/960581-gb_thumb.png"
13450,"LMA Manager 2002","Hoodoo Studios","Sports","2001-11-02","http://media.giantbomb.com/uploads/0/9260/310343-51by480qtrl._sl500_aa280__thumb.jpg"
23630,"Family Project","D.O. Corp.","Adventure","2001-11-02","http://media.giantbomb.com/uploads/0/4938/618106-kazoku_package_500_thumb.jpg"
21314,"Rocket Power: Dream Scheme","Helixe","Adventure","2001-11-03","http://media.giantbomb.com/uploads/0/4556/185972-7975_thumb.jpg"
17887,"Shrek Game Land Activity Center","ImageBuilder","Educational","2001-11-04","http://media.giantbomb.com/uploads/0/8168/760441-612em5f8fml._ss400__thumb.jpg"
10951,"Splashdown","Rainbow Studios","Sports","2001-11-05","http://media.giantbomb.com/uploads/1/18199/609428-me0000115803_2_thumb.jpg"
18782,"SSX Tricky","EA Sports BIG","Sports","2001-11-05","http://media.giantbomb.com/uploads/0/7929/537921-ssx_tricky_uk_box_art_thumb.jpg"
5999,"Silent Hunter II","Ultimation Inc.","Simulation","2001-11-06","http://media.giantbomb.com/uploads/6/60115/1301778-review2_thumb.jpg"
8492,"Capcom vs. SNK 2: Mark of the Millennium","Capcom","Action","2001-11-06","http://media.giantbomb.com/uploads/1/14030/834655-cvs2_poster1_thumb.jpg"
10253,"Jackie Chan Adventures: Legend of the Dark Hand","Torus Games Pty. Ltd.","Action","2001-11-06","http://media.giantbomb.com/uploads/0/7503/820904-481297_50905_front_thumb.jpg"
19008,"Ballistics","GRIN","Driving/Racing","2001-11-06","http://media.giantbomb.com/uploads/2/23712/813665-ballisticscover_thumb.jpg"
60,"Nancy Drew: The Final Scene","Her Interactive, Inc.","Adventure","2001-11-07","http://media.giantbomb.com/uploads/1/11419/711520-finalscene_thumb.jpg"
11634,"Supercar Street Challenge","Exakt Entertainment","Driving/Racing","2001-11-07","http://media.giantbomb.com/uploads/0/4647/840016-914283_front_thumb.jpg"
12054,"Battle Realms","Liquid Entertainment","Strategy","2001-11-07","http://media.giantbomb.com/uploads/0/1360/234200-br3_thumb.jpg"
15691,"Syphon Filter 3","Bend Game Studio","Action","2001-11-07","http://media.giantbomb.com/uploads/0/6384/612847-image8_thumb.jpg"
24754,"The Party Game","HuneX","Minigame Collection","2001-11-08","http://media.giantbomb.com/uploads/1/14755/831841-volume_2_thumb.jpg"
31997,"Cubix: Robots for Everyone Race'n Robots","Monte Cristo Multimedia","Simulation","2001-11-08","http://media.giantbomb.com/uploads/1/13373/1437125-b00005qdqa.01.lzzzzzzz_thumb.jpg"
941,"Project Gotham Racing","Bizarre Creations","Driving/Racing","2001-11-09","http://media.giantbomb.com/uploads/0/7464/672483-64_thumb.jpg"
16466,"Let's Go Crazy with Lemmings","Clockwork Games Limited","Strategy","2001-11-09","/images/unknown.jpg"
6521,"Alfred Hitchcock Presents The Final Cut","Arxel Tribe","Adventure","2001-11-10","http://media.giantbomb.com/uploads/3/33281/1155850-coversjq4_thumb.gif"
267,"Golden Sun","Camelot Software Planning","Role-Playing","2001-11-11","http://media.giantbomb.com/uploads/0/6384/613996-goldensunboxart_thumb.jpg"
18901,"Star Wars: Galactic Battlegrounds","LucasArts Entertainment Company LLC","Strategy","2001-11-11","http://media.giantbomb.com/uploads/0/3431/881959-galactic_thumb.jpg"
2030,"Gradius Galaxies","Mobile21 Co., Ltd.","Shoot 'Em Up","2001-11-12","http://media.giantbomb.com/uploads/0/4647/837310-528151_44466_front_thumb.jpg"
10726,"The Sims: Hot Date","Maxis Software","Strategy","2001-11-12","http://media.giantbomb.com/uploads/0/8168/673838-526195_44458_front_thumb.jpg"
17801,"Dark Summit","Radical Entertainment Inc.","Sports","2001-11-12","http://media.giantbomb.com/uploads/1/15399/844687-darksummitcovergc_thumb.jpg"
18759,"Comanche 4","NovaLogic, Inc.","Simulation","2001-11-12","http://media.giantbomb.com/uploads/0/1987/703898-comanche4_front_thumb.jpg"
26485,"NCAA Final Four 2002","989 Studios","Basketball","2001-11-12","http://media.giantbomb.com/uploads/0/4647/1028480-final02_thumb.jpg"
5392,"Alienators: Evolution Continues","Digital Eclipse Software, Inc.","Action","2001-11-13","http://media.giantbomb.com/uploads/0/9252/1239597-alienators_us_gba_front_thumb.jpg"
8732,"Tom Clancy's Ghost Recon","Red Storm Entertainment, Inc.","Action","2001-11-13","http://media.giantbomb.com/uploads/2/20190/835065-grpc_thumb.jpg"
11796,"Star Trek: Armada II","Rockstar New England","Strategy","2001-11-13","http://media.giantbomb.com/uploads/0/4656/893769-292px_armada_2_cover_thumb.jpg"
12388,"Metal Gear Solid 2: Sons of Liberty","Konami Computer Entertainment Japan, Inc.","Action","2001-11-13","http://media.giantbomb.com/uploads/0/6384/614008-metalgearsolid2sonsoflibertyboxart_thumb.jpg"
16559,"007: Agent Under Fire","Electronic Arts","Action","2001-11-13","http://media.giantbomb.com/uploads/0/628/267079-007_agent_under_fire_final_thumb.jpg"
19474,"Disney's Tarzan Untamed","Ubisoft Montreal Studios","Action","2001-11-13","http://media.giantbomb.com/uploads/0/4647/837882-539983_front_thumb.jpg"
19857,"Empire Earth","Stainless Steel Studios Inc.","Strategy","2001-11-13","http://media.giantbomb.com/uploads/1/11419/1105101-empireearth_thumb.jpg"
25097,"Shaun Palmer's Pro Snowboarder","Activision","Sports","2001-11-13","http://media.giantbomb.com/uploads/0/1099/863629-shaun_palmer_s_pro_snowboarder.444973_thumb.jpg"
